Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss,Wins_online,Draws_online,Losses_online
"Kobo, Ori",Israel,2414.0,2719.0,27.0,12.0,31.0,2753.0,2919.0,5233.0,1089.0,3278.0,54.4,11.39,34.22
"Romanishin, Oleg",Ukraine,,,,,,,,,,,,,
"Girya, Olga",Russia,2311.0,2471.0,15.0,4.0,28.0,2550.0,2674.0,391.0,91.0,340.0,46.72,10.93,42.35
,Panama,,,,,,3092.0,3185.0,532.0,81.0,250.0,,,
,Hungary,2286.0,2567.0,1.0,1.0,0.0,2617.0,2746.0,1151.0,256.0,880.0,50.33,11.23,38.44
"Krysa, Leandro",Argentina,2341.0,2540.0,5.0,7.0,10.0,2641.0,2746.0,595.0,126.0,392.0,52.86,11.72,35.42
"Mons, Leon",Germany,2236.0,2614.0,2.0,0.0,2.0,2698.0,2768.0,101.0,16.0,31.0,67.76,10.53,21.71
,France,2590.0,2590.0,1.0,0.0,0.0,2700.0,2822.0,3526.0,1210.0,3353.0,43.6,14.96,41.45
"Zarnicki, Pablo",Argentina,2307.0,2505.0,12.0,4.0,14.0,2570.0,2713.0,1882.0,430.0,1698.0,46.88,10.74,42.38
"Bogdanovich, Stanislav",Russia,,,,,,2808.0,2823.0,121.0,6.0,62.0,,,
,Lithuania,,,,,,2785.0,2864.0,79.0,6.0,40.0,,,
,Spain,,,,,,2849.0,2952.0,170.0,33.0,167.0,,,
"Kanep, Meelis",Estonia,,,,,,2683.0,2697.0,1710.0,270.0,1323.0,,,
"Velten, Paul",France,2707.0,2787.0,8.0,0.0,2.0,2861.0,2861.0,205.0,18.0,99.0,64.16,5.42,30.42
"Gines, Pedro",Spain,2450.0,2450.0,3.0,0.0,0.0,2737.0,2888.0,1887.0,334.0,1595.0,49.49,8.75,41.76
"Peng, Li Min",Ukraine,2390.0,2577.0,19.0,7.0,1.0,2836.0,2836.0,1131.0,411.0,750.0,49.59,18.03,32.38
"Cuenca, jose",Spain,2289.0,2645.0,2.0,0.0,7.0,2661.0,2815.0,547.0,113.0,509.0,46.6,9.59,43.8
"Drenchev, Petar",Bulgaria,,,,,,2419.0,2549.0,1810.0,370.0,1315.0,,,
,Lithuania,,,,,,,,,,,,,
"Kostenko, Petr",Kazakhstan,2213.0,2462.0,37.0,7.0,12.0,2422.0,2547.0,131.0,30.0,85.0,55.63,12.25,32.12
"Wolff, Patrick",United States,,,,,,2474.0,2535.0,227.0,35.0,80.0,,,
,United States,,,,,,2506.0,2531.0,75.0,5.0,21.0,,,
"Cramling, Pia",Sweden,2338.0,2643.0,30.0,11.0,5.0,2257.0,2500.0,31.0,10.0,48.0,45.19,15.56,39.26
"Pichot, Alan",Argentina,2674.0,2683.0,109.0,63.0,64.0,2827.0,2985.0,1674.0,393.0,980.0,54.31,13.89,31.8
,England,,,,,,2692.0,2816.0,99.0,42.0,104.0,,,
"Alvarez, Aramis",Cuba,2175.0,2518.0,10.0,5.0,5.0,2532.0,2660.0,277.0,30.0,188.0,55.73,6.8,37.48
,Madagascar,2240.0,2575.0,6.0,2.0,8.0,2594.0,2746.0,782.0,157.0,764.0,45.84,9.25,44.91
"Bareev, Evgeny",Canada,2849.0,2849.0,24.0,0.0,0.0,2511.0,2531.0,36.0,2.0,10.0,83.33,2.78,13.89
"Balakrishnan, Praveen",United States,2750.0,2793.0,39.0,5.0,9.0,2877.0,2943.0,625.0,97.0,217.0,66.94,10.28,22.78
,Russia,,,,,,2939.0,3001.0,295.0,48.0,200.0,,,
"Kucic, Mile",Serbia,,,,,,,,,,,,,
,Liechtenstein,,,,,,2783.0,2826.0,134.0,21.0,104.0,,,
"Mishra, Abhimanyu",United States,2631.0,2717.0,7.0,11.0,6.0,2664.0,2664.0,58.0,9.0,33.0,52.42,16.13,31.45
"Qashashvili, Alexandre",Georgia,1959.0,2006.0,9.0,5.0,8.0,2285.0,2409.0,342.0,126.0,337.0,42.44,15.84,41.72
"Морозевич, Александр",Russia,,,,,,2793.0,2826.0,67.0,7.0,15.0,,,
"Polgar, Judit",Hungary,,,,,,,,,,,,,
,Argentina,,,,,,2904.0,2904.0,204.0,8.0,22.0,,,
"Quintiliano, Renato",Brazil,2471.0,2517.0,58.0,11.0,29.0,2696.0,2793.0,3467.0,716.0,2695.0,50.53,10.42,39.05
,Hungary,,,,,,2706.0,2727.0,85.0,13.0,34.0,,,
,India,2500.0,,0.0,0.0,3.0,2535.0,2719.0,485.0,64.0,405.0,50.68,6.69,42.63
"Harshit, Raja",United States,2484.0,2587.0,49.0,28.0,40.0,2771.0,2891.0,3690.0,766.0,4252.0,42.37,9.0,48.63
"Akesson, Ralf",Sweden,2440.0,2636.0,5.0,3.0,2.0,2570.0,2654.0,10.0,1.0,10.0,48.39,12.9,38.71
"Robson, Ray",United States,2682.0,2796.0,1.0,0.0,0.0,2828.0,2899.0,414.0,59.0,241.0,58.04,8.25,33.71
"Piskov, Yury",China,,,,,,2819.0,2821.0,167.0,44.0,136.0,,,
"Liang, Awonder",United States,2600.0,2765.0,33.0,5.0,9.0,3035.0,3042.0,563.0,165.0,397.0,50.85,14.51,34.64
"Garrido, Camilo Ernesto Gomez",Cuba,,,,,,2688.0,2835.0,523.0,61.0,324.0,,,
"Gelfand, Boris",Israel,2641.0,2641.0,1.0,1.0,2.0,2843.0,2938.0,48.0,20.0,33.0,46.67,20.0,33.33
,Germany,,,,,,2996.0,3003.0,1433.0,622.0,1595.0,,,
,Turks and Caicos Islands,2738.0,2738.0,2.0,0.0,0.0,2758.0,2885.0,381.0,54.0,292.0,52.54,7.41,40.05
,American Samoa,2458.0,2458.0,6.0,0.0,0.0,3027.0,3086.0,347.0,51.0,151.0,63.6,9.19,27.21
,Egypt,,,,,,3008.0,3138.0,232.0,88.0,273.0,,,
"Lagarde, Maxime",France,2582.0,2815.0,9.0,6.0,5.0,2830.0,2911.0,2322.0,401.0,1628.0,53.33,9.31,37.36
"Hovhannisyan, Robert",Armenia,2377.0,2547.0,4.0,7.0,7.0,2922.0,3103.0,2275.0,1037.0,2553.0,38.74,17.75,43.52
"Barcenilla, Rogelio,Jr",United States,,,,,,,,,,,,,
,International,,,,,,2765.0,2923.0,557.0,109.0,447.0,,,
"Henley, Ron W.",United States,,,,,,2106.0,2135.0,109.0,2.0,18.0,,,
,United States,2476.0,2630.0,4.0,6.0,6.0,2588.0,2791.0,7771.0,1325.0,7245.0,47.53,8.14,44.33
"Hossain, Enamul",Bangladesh,2329.0,2410.0,10.0,4.0,6.0,2416.0,2646.0,3777.0,515.0,3504.0,48.45,6.64,44.91
"Brunello, Sabino",Italy,,,,,,2690.0,2857.0,104.0,21.0,45.0,,,
"Sadorra, Julio",United States,2746.0,2746.0,1.0,1.0,0.0,,,,,,,,
,Romania,1572.0,2505.0,486.0,1.0,29.0,2500.0,1895.0,126.0,12.0,54.0,86.44,1.84,11.72
"Saleh, Salem AR",United Arab Emirates,2670.0,2706.0,48.0,19.0,37.0,3003.0,3112.0,4482.0,845.0,3271.0,52.06,9.93,38.01
,Germany,2500.0,2500.0,7.0,0.0,3.0,2810.0,2875.0,1650.0,242.0,931.0,58.49,8.54,32.97
"pozo, sandro",United States,1126.0,2428.0,6.0,3.0,49.0,2596.0,2794.0,3203.0,706.0,2798.0,47.44,10.48,42.08
"Nakamura, Authorized Speed Run Account of GM Hikaru",United States,,,,,,3017.0,3007.0,326.0,3.0,37.0,,,
"Sargsyan, Shant",Armenia,2600.0,2737.0,3.0,4.0,1.0,2990.0,3080.0,120.0,32.0,34.0,63.4,18.56,18.04
"Drygalov, Sergey",South Korea,2558.0,2624.0,35.0,9.0,19.0,2858.0,2997.0,2382.0,369.0,1519.0,55.78,8.72,35.5
,United States,,,,,,2482.0,2640.0,505.0,64.0,364.0,,,
"Moiseenko, Aleksandr",Ukraine,2479.0,2709.0,14.0,13.0,21.0,2794.0,2926.0,718.0,152.0,480.0,52.36,11.8,35.84
"Sargsyan, Shant",Armenia,,,,,,2200.0,3052.0,1732.0,580.0,1523.0,,,
"Obregón, Carlos Andres",Argentina,2319.0,2627.0,5.0,3.0,5.0,2855.0,3051.0,2627.0,433.0,2362.0,48.43,8.02,43.55
"Shimanov, Aleksandr",Russia,2614.0,2638.0,74.0,35.0,53.0,2978.0,3087.0,1840.0,408.0,1118.0,54.25,12.56,33.19
"Sundar, Shyam",India,2426.0,2522.0,18.0,11.0,22.0,2709.0,2790.0,863.0,132.0,639.0,52.28,8.49,39.23
"Artemiev, Vladislav",Russia,2840.0,2905.0,29.0,16.0,6.0,3128.0,3239.0,754.0,219.0,210.0,63.45,19.04,17.5
"Khruschiov, Alexey",Moldova,,,,,,2680.0,2680.0,82.0,6.0,40.0,,,
"Gretarsson, Helgi",Iceland,,,,,,,,,,,,,
"Cheng, Bobby",Australia,,,,,,2700.0,2700.0,47.0,0.0,11.0,,,
"Brkic, Ante",Croatia,2540.0,2651.0,6.0,4.0,6.0,2600.0,2085.0,21.0,1.0,8.0,58.7,10.87,30.43
"Kasimdzhanov, Rustam",Uzbekistan,,,,,,2563.0,2573.0,10.0,1.0,7.0,,,
,International,2501.0,2533.0,3.0,1.0,3.0,2621.0,2764.0,682.0,129.0,776.0,42.97,8.16,48.87
"Sebag, Marie",France,,,,,,2400.0,2000.0,6.0,0.0,18.0,,,
"Высочин, Спартак",Ukraine,2480.0,2622.0,36.0,7.0,4.0,2674.0,2794.0,1590.0,257.0,921.0,57.76,9.38,32.86
"Franco, Zenón",Paraguay,,,,,,,,,,,,,
"Hong, Andrew",United States,2461.0,2738.0,39.0,10.0,24.0,3128.0,3128.0,554.0,100.0,394.0,52.9,9.81,37.29
"Robson, Ray",United States,2616.0,2732.0,84.0,29.0,58.0,3113.0,3113.0,1988.0,376.0,1224.0,55.12,10.77,34.1
,India,,,,,,2945.0,3106.0,105.0,20.0,35.0,,,
"Novikov, Stanislav",Russia,2593.0,2593.0,1.0,0.0,0.0,2806.0,2794.0,231.0,70.0,206.0,45.67,13.78,40.55
"Bitoon, Richard",Philippines,2000.0,2007.0,72.0,6.0,38.0,2587.0,2785.0,1548.0,248.0,1257.0,51.12,8.02,40.86
"R, Raja Rithvik",India,2373.0,2748.0,20.0,6.0,26.0,2793.0,2904.0,1903.0,372.0,1724.0,47.47,9.33,43.2
"Djukic, Nikola",Ireland,2486.0,2601.0,8.0,4.0,14.0,2757.0,2903.0,1762.0,478.0,1343.0,49.04,13.36,37.6
,India,2002.0,2168.0,1.0,2.0,0.0,2870.0,2925.0,931.0,317.0,986.0,41.66,14.26,44.08
"Kudrin, Sergey",United States,2455.0,2455.0,16.0,8.0,7.0,2323.0,2421.0,28.0,1.0,33.0,47.31,9.68,43.01
,Finland,,,,,,2938.0,2938.0,5957.0,1078.0,3965.0,,,
"Stella, Andrea",Spain,2347.0,2356.0,4.0,7.0,5.0,2505.0,2505.0,92.0,9.0,45.0,59.26,9.88,30.86
"Ganguly, Surya Shekhar",India,2514.0,2704.0,17.0,7.0,8.0,2916.0,3019.0,658.0,101.0,418.0,55.83,8.93,35.24
"Dhopade, Swapnil",India,2311.0,2532.0,3.0,0.0,6.0,2820.0,2877.0,1843.0,314.0,1394.0,51.85,8.82,39.33
"Dhopade, Swapnil",India,,,,,,1265.0,1265.0,31.0,0.0,1.0,,,
"Hess, Robert",United States,2468.0,2529.0,2.0,1.0,1.0,2238.0,,0.0,0.0,1.0,40.0,20.0,40.0
"Sychev, Klementy",Peru,,,,,,2846.0,2963.0,464.0,61.0,264.0,,,
"Sattar, Reefat Bin",Bangladesh,2096.0,2432.0,18.0,5.0,16.0,2428.0,2529.0,1036.0,61.0,1160.0,45.91,2.87,51.22
"Leeroy, Bruce",United States,,,,,,2814.0,2886.0,260.0,28.0,187.0,,,
"Nabaty, Tamir",Israel,2475.0,2632.0,15.0,4.0,9.0,2941.0,3035.0,522.0,65.0,132.0,71.89,9.24,18.88
"Smirin, Ilya",Israel,2400.0,2836.0,26.0,7.0,9.0,2936.0,3006.0,9705.0,1911.0,5539.0,56.59,11.15,32.26
"Bakre, Tejas",India,,,,,,2525.0,2703.0,459.0,88.0,338.0,,,
"Zhukova, Natalia",Ukraine,2298.0,2397.0,7.0,4.0,5.0,2366.0,2616.0,1306.0,187.0,1242.0,47.73,6.94,45.33
"Moiseenko, Vadim",Russia,,,,,,2565.0,2622.0,2.0,0.0,1.0,,,
"Omelja, Artem",Ukraine,2416.0,2504.0,6.0,2.0,8.0,2669.0,2756.0,1749.0,401.0,1893.0,43.24,9.93,46.83
"Teterev, Vitaly",Belarus,2520.0,2520.0,2.0,0.0,0.0,2504.0,2729.0,1737.0,267.0,1731.0,46.53,7.14,46.32
,Czech Republic,,,,,,2764.0,2936.0,4038.0,737.0,2926.0,,,
,England,,,,,,2832.0,2925.0,704.0,113.0,454.0,,,
"Kumar, Thej",India,2185.0,2333.0,6.0,4.0,7.0,2505.0,2606.0,131.0,13.0,100.0,52.49,6.51,41.0
"Margvelashvili, Giorgi",United States,2500.0,2500.0,2.0,1.0,0.0,2856.0,2996.0,3265.0,1204.0,3069.0,43.32,15.98,40.7
"Anand, Viswanathan",India,2731.0,2751.0,26.0,15.0,5.0,2620.0,2620.0,1.0,0.0,1.0,56.25,31.25,12.5
,Trinidad/Tobago,,,,,,3064.0,3064.0,344.0,62.0,196.0,,,
"Roussel-Roozmon, Thomas",Canada,,,,,,2588.0,2588.0,88.0,13.0,27.0,,,
"Savchenko, Boris",Russia,2656.0,2656.0,9.0,4.0,2.0,2749.0,2916.0,528.0,82.0,259.0,60.75,9.73,29.52
"Gharamian, Tigran",France,2833.0,2833.0,26.0,2.0,0.0,2849.0,2905.0,335.0,73.0,190.0,57.67,11.98,30.35
"Tarjan, Jim",United States,2212.0,2520.0,59.0,29.0,20.0,2460.0,2525.0,47.0,17.0,66.0,44.54,19.33,36.13
"Roiz, Michael",Israel,,,,,,2887.0,3088.0,3809.0,1622.0,2386.0,,,
"Tin, Jingyao",Singapore,2365.0,2459.0,57.0,12.0,31.0,2870.0,2994.0,2082.0,332.0,1455.0,53.89,8.67,37.44
"Cornette, Matthieu",France,2592.0,2602.0,1.0,1.0,0.0,2736.0,2870.0,1788.0,301.0,1239.0,53.72,9.07,37.21
,Russia,,,,,,2513.0,2731.0,141.0,42.0,92.0,,,
"Guijarro, David Anton",Spain,2648.0,2746.0,64.0,52.0,36.0,2929.0,3039.0,1847.0,401.0,1022.0,55.84,13.24,30.92
,United States,2000.0,2000.0,8.0,0.0,1.0,2990.0,2990.0,1663.0,232.0,1332.0,51.64,7.17,41.19
"Tregubov, Pavel",France,2520.0,2588.0,22.0,19.0,39.0,2646.0,2703.0,664.0,180.0,471.0,49.18,14.27,36.56
,Ghana,,,,,,2999.0,2999.0,213.0,37.0,141.0,,,
"Stanojoski, Zvonko",North Macedonia,2517.0,2517.0,1.0,0.0,0.0,2496.0,2651.0,8862.0,1673.0,4125.0,60.45,11.41,28.14
"Solomon, Kenneth",South Africa,2193.0,,1.0,2.0,4.0,2501.0,2594.0,1712.0,313.0,1822.0,44.45,8.17,47.38
,Maldives,,,,,,3049.0,3134.0,285.0,24.0,50.0,,,
,Central Africa,,,,,,2244.0,2436.0,105.0,8.0,31.0,,,
,Philippines,,,,,,2108.0,2161.0,4.0,0.0,5.0,,,
,United States,,,,,,2842.0,2936.0,556.0,124.0,358.0,,,
"Vahidov, Tair",Brunei,,,,,,2541.0,2544.0,62.0,17.0,29.0,,,
"Kononenko, Dmitry",Ukraine,,,,,,2926.0,2926.0,1062.0,163.0,498.0,,,
,England,2273.0,,0.0,0.0,1.0,2819.0,2959.0,2601.0,518.0,2704.0,44.66,8.89,46.45
"Topalov, Veselin",Bulgaria,2582.0,2762.0,1.0,10.0,6.0,,,,,,,,
,Brazil,2766.0,2766.0,8.0,1.0,0.0,2883.0,3013.0,166.0,36.0,167.0,46.03,9.79,44.18
"Henriquez, Cristobal",Chile,2503.0,2766.0,24.0,9.0,17.0,2846.0,3050.0,2346.0,542.0,2100.0,47.04,10.94,42.02
"Matviishen, Viktor",United States,2413.0,2510.0,27.0,1.0,6.0,2913.0,2977.0,1081.0,178.0,991.0,48.51,7.84,43.65
"Keymer, Vincent",Germany,2671.0,2765.0,62.0,31.0,33.0,3001.0,3025.0,2308.0,730.0,2104.0,44.99,14.45,40.57
"Dobrov, Vladimir",Russia,2455.0,2886.0,6.0,5.0,2.0,2899.0,3011.0,4932.0,821.0,3860.0,51.3,8.58,40.12
"Zakhartsov, Vladimir",Russia,2509.0,2750.0,3.0,2.0,4.0,2925.0,2948.0,637.0,163.0,441.0,51.2,13.2,35.6
,Serbia,1921.0,,0.0,1.0,2.0,2411.0,2620.0,8518.0,1517.0,8233.0,46.62,8.31,45.07
"Inarkiev, Ernesto",Russia,,,,,,2529.0,2531.0,33.0,4.0,23.0,,,
"Sanduleac, Vasile",Moldova,2245.0,2317.0,3.0,1.0,3.0,2532.0,2710.0,1324.0,461.0,1422.0,41.29,14.37,44.34
"Sutovsky, Emil",Israel,2500.0,2500.0,1.0,0.0,0.0,2586.0,2732.0,43.0,7.0,20.0,61.97,9.86,28.17
"Wedberg, Tom",Sweden,,,,,,2218.0,2226.0,27.0,4.0,15.0,,,
"Pogi, Weng",Norway,,,,,,2205.0,2372.0,22.0,2.0,7.0,,,
,Latvia,,,,,,3138.0,3163.0,319.0,67.0,207.0,,,
,Vietnam,,,,,,2906.0,2923.0,212.0,15.0,65.0,,,
"Lu, Shanglei",China,2690.0,2690.0,15.0,13.0,5.0,2922.0,3016.0,189.0,59.0,149.0,47.44,16.74,35.81
"Magem, Jordi",Spain,,,,,,2606.0,2702.0,3.0,1.0,1.0,,,
"Herrera, Pablo Salinas",Chile,2456.0,2521.0,152.0,22.0,53.0,2811.0,2927.0,5212.0,735.0,3202.0,57.21,8.07,34.72
"Xiangyu, Xu",China,2669.0,2883.0,17.0,20.0,5.0,2932.0,2967.0,583.0,154.0,386.0,51.5,14.94,33.56
,Poland,2490.0,2759.0,17.0,5.0,9.0,2871.0,2947.0,4563.0,982.0,3305.0,51.57,11.11,37.32
,Morocco,,,,,,2781.0,2987.0,33.0,9.0,32.0,,,
"Kaiqi, Yang,",Canada,2343.0,2396.0,185.0,22.0,71.0,2543.0,2690.0,971.0,123.0,481.0,62.39,7.83,29.79
"בגראטיוני, אהרן",Israel,2387.0,2560.0,22.0,2.0,3.0,2557.0,2742.0,1412.0,210.0,1233.0,49.76,7.36,42.89
"Thebest, youman",United States,,,,,,2909.0,2913.0,833.0,119.0,677.0,,,
"Kvon, Andrey",Singapore,2490.0,2490.0,42.0,3.0,25.0,2763.0,2830.0,864.0,70.0,524.0,59.29,4.78,35.93
"Yakovich, Yuri",Russia,2181.0,2343.0,5.0,9.0,6.0,2429.0,2698.0,33.0,7.0,37.0,39.18,16.49,44.33
,Turkmenistan,2529.0,2575.0,32.0,15.0,10.0,2789.0,2900.0,346.0,64.0,106.0,65.97,13.79,20.24
"anic, darko",France,,,,,,,,,,,,,
,India,2481.0,,0.0,2.0,1.0,2940.0,2990.0,489.0,184.0,286.0,50.83,19.33,29.83
,Greenland,,,,,,2724.0,3011.0,430.0,82.0,307.0,,,
,Qatar,2496.0,2496.0,4.0,0.0,0.0,2403.0,2473.0,636.0,73.0,456.0,54.75,6.24,39.01
"Tsydypov, Zhamsaran",Russia,2497.0,3022.0,6.0,1.0,4.0,3018.0,3070.0,1738.0,365.0,1092.0,54.4,11.42,34.19
"Skoberne, Jure",Slovenia,2524.0,2524.0,1.0,0.0,0.0,2405.0,2425.0,147.0,12.0,60.0,67.27,5.45,27.27
"Zvonko, Stanojoski",North Macedonia,,,,,,2375.0,2430.0,50.0,9.0,27.0,,,
"Gurevich, Dmitry",United States,2375.0,2555.0,7.0,2.0,6.0,2415.0,2675.0,3293.0,538.0,2521.0,51.83,8.48,39.69
"Zubov, Alexander",Ukraine,,,,,,2961.0,2967.0,338.0,22.0,96.0,,,
"Zubov, Alexander",Ukraine,,,,,,2771.0,2763.0,138.0,3.0,11.0,,,
"Diamant, Andre",Brazil,2346.0,2550.0,201.0,13.0,12.0,2613.0,2745.0,1147.0,150.0,503.0,66.54,8.05,25.42
